ph,Hardness,Solids  ,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,,,
6.660212026,168.2837469,944.36359,5.858769131,310.9308583,523.6712975,17.88423519,77.04231805,3.749701241,1,,,
6.897470825,270.7666785,371.68194,7.747756381,362.6047187,435.8152516,19.93132293,81.36704564,4.255107288,0,,,
,215.9778587,107.22423,5.607060453,326.9439777,436.256194,14.18906221,59.85547583,5.459250956,1,,,
7.124687687,190.8564674,531.27054,7.827874387,351.1041235,421.9341986,14.96090663,95.63340453,4.1090381,1,,,
3.902475686,196.9032467,167.5001,6.996311586,,444.4788825,16.60903316,90.18167588,4.528522696,1,,,
8.987106499,140.2083502,976.49481,7.66260267,322.1461128,412.5445896,13.87619342,80.95198776,4.07679595,1,,,
5.400301781,140.7390623,266.59342,10.05685248,328.3582407,472.8740733,11.25638117,56.93190645,4.82478639,1,,,
6.503134779,214.1643109,500.64464,5.828166125,,413.8656497,13.17113781,68.1019923,4.12733193,1,,,
6.514415093,198.7673513,218.70287,8.67093692,323.596349,413.2904501,14.89999957,79.84784281,5.200885077,1,,,
6.581002118,162.1000606,95.514283,5.251170712,,332.4901087,13.43473657,85.48323735,3.223011932,1,,,
3.445061864,207.9262602,424.76868,8.782147481,384.0070058,441.7858757,13.80590221,30.2845972,4.184396969,1,,,
6.165080948,226.6392479,537.71689,9.532933738,332.9782508,429.5692971,16.67672621,42.20203032,3.255353004,1,,,
,145.7681806,224.93564,7.906444721,304.0019928,298.9906665,12.72952472,49.5368488,4.004871128,1,,,
6.743718257,214.5330327,653.15625,9.709054108,332.530572,409.88312,10.49757682,51.34592526,3.025952726,0,,,
,266.4210181,362.96501,7.70006347,395.3894903,364.4801067,10.34895076,53.00838135,3.991564248,1,,,
9.057041449,198.0249186,572.00729,8.030190091,364.9989189,458.1563634,9.323898866,49.85771801,3.515993036,0,,,
,148.1530614,193.41347,9.046832707,307.0117926,563.8047433,16.56865557,52.67618503,6.038184953,1,,,
8.000698477,233.0888281,270.3181,6.03960424,285.0706289,405.9308473,18.95148873,60.9726408,4.296368935,0,,,
7.181448581,209.6256005,196.22999,5.994678646,338.3364311,342.1112863,7.922598333,71.53795326,5.088859989,1,,,
6.569769448,205.1920601,441.63289,6.818406381,325.1003229,524.3092728,13.40021321,46.45289553,3.301709515,1,,,
9.825489908,190.7566183,677.89247,6.757540731,,452.8362349,16.8990378,47.08197119,2.857472426,1,,,
6.415761273,242.4762688,134.95079,8.128564976,318.3419965,373.3652142,15.59028067,47.84422919,4.216153768,0,,,
10.43329098,117.7912296,326.89205,8.161504811,307.7075086,412.9868338,12.89070856,65.73347839,5.057310517,1,,,
9.014463358,194.5309696,809.57559,4.53395868,,374.4377748,15.70741283,51.3975893,4.024818181,0,,,
7.414148196,235.0445345,555.85254,6.845952024,387.1753165,411.9833642,10.24481507,44.48929725,3.160624468,1,,,
5.181413985,182.4759612,394.15424,10.583642,,460.6227318,17.85756231,65.87949224,4.476943098,1,,,
,232.280452,787.20626,5.474914832,,383.981723,12.16693715,86.08072748,5.029166724,1,,,
5.162475244,221.7778201,61.398681,7.856419852,,508.7880405,15.67295055,64.17036551,4.375650614,1,,,
5.115817064,191.952743,620.54533,6.060712995,323.8363839,441.7483793,10.96648615,49.23823132,3.902088768,1,,,
5.196677434,182.4430821,302.25902,6.996703481,342.3741081,418.2857117,13.18446781,59.91423954,4.835133064,1,,,
3.641629777,183.9087223,752.07246,5.538314133,286.059556,456.8600959,9.034066753,73.59465676,3.464353035,1,,,
5.478279537,196.7738351,557.72263,7.758740617,333.1621995,316.3513246,17.88924858,82.38250963,3.203083842,0,,,
5.618064406,304.2359121,281.97517,6.101083505,,399.4715663,12.26500158,81.58899246,2.896546941,1,,,
5.577704253,203.0849486,910.49442,8.785959814,345.5023816,408.0895391,12.11583855,84.25582525,3.345948332,1,,,
,143.4537313,942.27322,5.890754583,,427.1306715,22.46989199,53.12409422,2.907563915,1,,,
7.125816368,212.7244808,121.49882,9.511280228,360.96896,557.7715657,16.97831634,49.35736099,3.02235293,0,,,
9.267187531,198.6143947,683.72357,6.110612421,328.0775332,396.8769491,16.47196935,30.38331457,4.324004646,1,,,
6.8967616,207.904876,612.59935,10.36398697,,394.2768121,8.228665935,67.52978599,4.628653011,1,,,
,233.8589957,703.92391,4.599387943,309.0393204,349.3996325,18.33889255,42.67746528,3.510004045,1,,,
6.413066448,199.538043,41.34678,8.894198723,339.3537454,543.3245351,18.52866632,82.51095124,3.603701943,1,,,
5.331940479,194.8740654,658.8765,7.993829562,316.6751618,335.1203984,10.1805138,59.57271371,4.434820258,1,,,
6.150798508,200.8222042,631.29051,7.488939742,358.0439802,393.5957768,17.63745806,93.3219468,2.161781398,1,,,
7.145771545,238.6899285,780.34043,6.814028701,385.9756505,332.0327063,11.0931634,66.13804475,5.182590704,1,,,
,205.1520354,863.49817,9.064862582,346.3623497,448.1857094,15.67615278,86.6578802,4.199792523,1,,,
9.920691059,202.817483,73.934059,6.882248307,337.3505291,333.1924699,23.91760126,71.83362396,4.69070723,1,,,
,224.9176719,890.63429,7.251713059,370.2968398,419.817667,12.79565348,77.56840257,2.760888554,1,,,
4.758439425,183.3494541,568.42878,4.731348985,,403.9441682,18.66822946,66.91240003,4.542801462,1,,,
8.030783661,204.01961,547.37539,7.188730845,,351.1659087,21.001804,87.12076506,3.607165489,1,,,
5.702925977,216.8504739,606.44018,7.184351089,,504.6382604,16.14079002,77.53618352,4.137739016,1,,,
7.587570624,231.4343643,732.39499,9.365286052,317.96501,331.0428736,13.89240681,91.11643925,4.639107568,1,,,
6.953864226,209.638293,575.18628,4.462707246,315.6065944,391.1843151,13.28533392,87.39088898,3.195710328,1,,,
6.399346497,162.7693547,284.41355,7.526674691,342.9563247,379.4422449,13.38168631,99.10569359,4.589046029,0,,,
10.68296643,173.3754984,758.74062,5.570783575,307.3525858,323.8079132,10.09086975,78.47278445,3.999775382,1,,,
,158.9458378,794.93059,7.138349053,360.6645498,410.9462051,19.36741626,68.58494147,3.528242037,1,,,
,129.8905723,415.85315,6.32192899,304.5352242,470.3291685,18.59940992,72.40363387,4.405586,1,,,
8.90085635,198.1699756,10.26728,7.207605225,,365.32004,13.87938682,60.3711623,2.440837582,1,,,
8.757257397,200.1914004,536.22469,4.915101055,317.8829005,404.7177992,13.76832331,47.93087188,3.626135442,1,,,
,183.5787045,829.43885,7.412233626,,336.2054778,15.47714252,45.24622441,3.091290999,1,,,
,168.3884308,492.30731,7.046224798,299.8204779,383.79502,16.18206649,75.72943389,3.048057223,1,,,
8.738738014,172.2006331,670.34157,10.05522888,,417.2829455,13.9116561,64.0972592,2.909139252,1,,,
7.809631898,100.4576151,13.55063,5.212314602,247.200826,605.2201244,9.61134874,66.08417364,2.447444464,1,,,
8.856452042,219.3003831,783.2442,8.915801386,352.9854227,487.0325213,13.77528191,51.96465911,3.526227946,1,,,
6.652488091,145.0101719,871.78845,4.96106638,288.0521917,545.9749938,10.94202426,71.72741406,3.742090426,1,,,
9.20071384,150.3116117,286.17656,7.626737572,301.5197736,528.4662347,11.386236,86.67728559,2.905115377,1,,,
9.147197055,211.7141418,920.61084,7.230794769,339.7519188,527.70891,18.27531211,47.63488493,3.794531591,1,,,
9.617697249,184.3774672,626.8186,7.006486167,,450.1573842,11.77499863,34.25767719,4.372475319,0,,,
10.56074464,181.8933656,783.65103,6.991259996,340.3903784,456.5564021,16.48283537,34.25204908,3.96468635,1,,,
6.442382012,216.7005273,814.73326,4.916675972,255.9058956,450.2692956,14.38180307,75.54061689,3.368526667,1,,,
7.484254838,260.0921726,616.61515,9.379133541,,404.6707773,15.93448387,66.62102655,4.781188177,1,,,
,210.1027177,333.77782,6.267031756,375.2836088,534.6319884,12.21834756,53.24898405,3.254255528,0,,,
8.520806573,238.3351125,779.65001,8.282808465,381.6493229,481.3188027,6.016336609,39.09117136,3.94060453,1,,,
7.715935244,201.6899244,136.90332,3.815143024,,433.9811239,21.01788119,41.32352382,4.135612849,0,,,
4.999413811,190.2870501,323.8659,7.230164127,324.8930378,405.330482,8.236557503,99.42738492,4.460683932,1,,,
6.058612393,155.5733075,130.35793,9.005580653,332.9288781,394.1695761,12.20640328,63.06392157,2.926904504,1,,,
,157.8011936,963.62501,8.33561855,300.0442343,360.9959945,12.82386095,71.7170051,4.405385706,1,,,
6.99722687,246.7430343,446.37842,10.56636481,407.8303872,389.8217184,19.72651391,55.18994453,2.15867688,1,,,
,155.0557268,557.24043,8.18731905,,290.1809831,16.62225518,59.62205746,4.08990769,1,,,
8.030607047,215.1756766,848.73749,7.383570578,324.0473956,379.0859711,11.4660206,56.57145731,4.413127646,0,,,
3.906078355,233.402835,144.79993,6.994839617,348.3594482,269.4490512,9.6541256,63.74306384,3.902879712,1,,,
6.517545963,151.8294164,152.36512,6.168197526,,428.1988053,17.61254052,,4.663845293,1,,,
6.391353624,213.0178297,965.47831,5.375559892,327.6505425,369.3381209,13.75810517,17.91572257,3.923749169,1,,,
6.614547884,226.6524315,81.083475,6.926300065,,336.4562308,14.66928275,46.00731169,4.221249234,0,,,
,229.4856937,729.69271,8.810843045,384.9437789,296.3975472,16.92709218,,3.855602212,1,,,
8.630799937,205.3553352,672.7631,5.748033831,352.6607754,395.673196,11.88288972,73.55906969,3.902392149,1,,,
8.692092013,195.1437388,656.23968,8.231900338,,398.345418,12.38077079,48.44072487,4.477960248,1,,,
7.752453294,213.2596775,596.65917,5.693772222,263.9081502,351.5140468,11.85869485,58.12443499,2.792579988,0,,,
8.085759801,127.7396738,653.91036,6.53423741,,416.2396301,11.11965925,78.27505004,4.068688909,1,,,
5.993827457,155.494414,65.13303,6.258801328,342.9285144,467.6052818,14.32046157,,4.458227297,1,,,
6.203977702,212.3066183,815.07415,7.873991885,,362.1080043,14.93301266,63.87381995,5.215689206,1,,,
6.16993983,156.9371712,669.1244,9.629914982,,558.9427699,11.90633182,70.61398066,4.365049726,1,,,
5.058108869,238.5693804,873.93452,8.983276144,374.4335045,669.7250862,13.35318143,76.52179975,5.106655774,1,,,
7.805242105,178.7551391,21.81408,9.055663062,352.0875725,380.1882266,13.73031362,66.77580664,3.224688982,0,,,
,103.4647587,420.16742,8.417305032,,485.9745005,11.35113273,67.86996368,4.620793452,1,,,
6.26343913,205.1653094,23.57381,6.68368555,335.3477608,457.7229104,13.0433901,99.967805,3.189706886,1,,,
,211.200526,830.48413,4.502117034,326.9615176,333.329848,16.04514848,49.89840564,3.439740042,1,,,
8.532798235,208.3684059,213.20072,7.501998524,357.5072822,439.0580418,15.21149268,50.34706989,2.869389417,0,,,
7.261550522,179.8897882,964.7777,5.837086493,349.2692713,501.1827807,17.28771328,50.99300645,3.636364183,1,,,
6.785604936,193.266894,753.92958,6.796052549,347.6379395,570.7747026,12.78771046,53.76381649,3.103009102,0,,,
7.160467231,183.08931,43.346066,3.803036424,277.5990986,428.0363444,9.79962469,90.03537367,3.884891044,1,,,
6.710092966,168.934431,683.75746,9.408874742,,345.831233,19.523925,66.25290203,3.008108851,1,,,
5.704764776,116.2993299,223.58153,7.05050316,297.0781535,504.378681,9.001820488,48.14703125,4.157533407,1,,,
7.751495382,162.2472646,5.54061,5.368016158,318.5037675,465.0267264,18.82969304,63.08639336,4.724428087,1,,,
6.217273135,130.9444639,460.38282,7.092462955,300.131272,556.65371,14.08360835,57.89707471,5.325833446,1,,,
8.228797012,156.7669539,764.34607,8.098099466,337.8864179,381.7852716,19.51460655,58.40315141,3.567869601,1,,,
8.67993497,242.2286673,984.05095,7.518764659,,352.9425881,18.70440906,69.90790245,3.873470298,1,,,
6.546382433,208.8798665,528.218,7.700512706,,434.1131956,18.66665762,83.36549627,4.050579358,0,,,
,219.3009142,859.46642,5.598326766,344.4423937,425.2135748,15.77183437,49.35200148,4.655916599,1,,,
9.289920293,219.5220685,438.09736,5.68859315,,351.7265704,17.52929517,81.29705024,4.132330043,1,,,
6.897322141,211.3601667,650.77764,6.766009907,,383.0143102,13.93478804,90.52332986,5.02278363,1,,,
7.625187088,203.4355187,15.51595,6.965800172,345.4422747,421.1267759,16.52952888,91.9877997,4.829144805,1,,,
3.514545529,158.7320758,29.66361,6.821679099,286.5228468,307.379142,9.712231911,79.85092857,3.762615331,1,,,
4.650696492,246.380629,299.44993,7.840868236,,338.2234405,15.66943891,86.70656795,4.397902655,0,,,
3.722500486,163.6397469,962.16799,6.684570274,326.6940179,467.5629729,14.56726886,50.5779791,3.662837732,1,,,
5.598967939,187.1610186,457.60247,9.472538119,350.136434,358.6023439,14.55723338,45.35529567,3.307299246,0,,,
6.455004797,176.6839728,468.04839,5.756930039,314.7995983,477.5813462,16.24550434,57.72972383,2.293431406,1,,,
6.639866003,219.4899015,900.13269,6.05021283,263.0271988,446.7800771,15.79972267,44.2408511,3.866175003,0,,,
7.316804754,217.522862,903.39981,9.865047503,376.9379723,425.9134002,8.992754272,69.50921982,3.50837265,1,,,
6.840326743,191.8232587,427.93895,7.643244057,,375.4275995,12.59094029,41.56536712,3.444965666,1,,,
1.844538366,233.7643427,689.59578,7.7244323,,410.3872638,15.6118593,54.29944409,5.013463351,1,,,
5.871149775,170.1542674,156.74676,7.510183881,,462.9057222,14.59739871,59.08515983,4.414794634,1,,,
5.519125656,168.728583,531.60192,7.730722948,,443.5703721,18.0990781,,3.75899586,1,,,
7.11085515,194.1822297,0.0071,6.943195205,,420.284878,11.57208926,64.60055519,4.148171365,0,,,
7.408985467,204.9617498,66.12227,6.505923139,311.4526625,504.1459941,11.53214401,81.10693773,3.772420928,1,,,
9.304383377,220.7807597,826.16441,6.859849043,,463.4974492,12.01596413,81.21370075,3.469923591,1,,,
5.976769618,258.952732,267.98186,7.648599331,383.6571521,514.1189201,12.25679025,82.46979843,2.994671096,1,,,
7.496253369,200.9078177,339.00915,7.249647745,,494.5474563,13.42888556,,3.530747089,1,,,
6.395359132,133.8342291,827.27502,5.127746861,266.9084283,573.4002951,9.833874585,95.02660928,4.191217515,1,,,
5.744928281,203.0848258,643.64783,7.352204197,,459.9173462,14.08110716,62.69019335,4.540852718,1,,,
6.20964226,195.4177209,116.70771,7.879347671,,417.241656,7.507662315,70.54738691,3.612519615,1,,,
4.98422246,206.7062209,109.29281,9.373305581,286.7759456,512.7511603,10.65523402,91.7307625,3.605567497,1,,,
6.762832522,232.0751766,159.38435,7.884990658,350.4452927,465.4137746,13.86396488,64.81225738,4.916579161,1,,,
6.549210928,194.1688547,543.7306,8.214370348,,527.7850308,19.27373863,79.50411564,3.802999814,1,,,
9.918717064,199.1812511,470.27831,6.79984141,329.178429,430.5077069,15.96604294,59.29227327,3.385508444,1,,,
8.610613837,201.1111233,738.40228,7.529584762,,375.567238,14.92479708,75.80509076,4.219004025,0,,,
10.15544017,300.2924758,652.36298,6.655126363,398.6477857,487.459131,9.347633986,67.91978869,5.00246726,1,,,
9.583343158,193.8337896,100.15757,7.665697117,352.3282919,434.8952297,13.79384657,53.07062187,4.288379511,1,,,
8.721726711,206.3696824,608.05208,6.325442404,377.4045382,506.9383527,13.55375101,42.38148394,2.555026904,1,,,
9.767431364,211.0344215,324.05767,8.925248449,,401.0408657,13.30996971,37.77725191,3.160023934,1,,,
,197.9797828,153.30616,7.659203939,329.2803146,575.1146944,11.87098148,69.10983568,4.383921814,1,,,
5.774257164,233.8330713,642.00059,8.427556311,348.3968935,368.2938333,13.35299569,41.49550476,4.816234517,1,,,
,199.1078856,721.91163,6.869690215,357.303221,420.7095912,9.226618665,55.29428327,3.355164642,1,,,
5.40357934,203.8640395,330.75533,6.617574161,,520.2771327,16.81627358,50.04003533,2.41318347,1,,,
6.099646705,237.9199268,416.841,8.457830699,,291.1048366,19.27005426,93.13800948,3.172789769,1,,,
6.125738134,198.5200955,575.74672,5.25983476,,394.5372819,15.37317274,66.60389677,4.661240031,1,,,
9.02678772,253.2170742,965.07215,6.588374366,373.5532353,588.3196505,16.14573205,59.12445085,2.019042018,1,,,
5.336970909,215.0375835,161.07496,7.073919473,263.3957094,362.0785565,9.029477493,77.40967946,2.844294947,0,,,
6.953371603,203.1465468,609.10905,5.495737655,304.2831932,551.1433372,9.387781276,55.95800559,3.651865808,1,,,
6.275584397,214.6846541,412.07924,6.60631165,,364.7371138,18.74669938,42.61578258,4.535243743,0,,,
6.140877557,197.8760897,687.87448,7.587196418,329.2318529,548.0727613,15.83633021,41.26364788,5.359460295,1,,,
7.052289795,225.0636203,866.07556,7.637516587,,383.838014,13.48523472,67.09888992,3.845869336,1,,,
7.077874007,220.6705396,873.37821,6.181839616,341.9872341,333.0507859,10.66179894,90.29777033,4.764508265,1,,,
6.436955357,189.96131,311.65047,9.244119964,,562.9607966,10.43599223,43.54130943,3.815791173,0,,,
5.488314309,135.8023617,485.1532,8.187415791,280.6032867,441.3311375,14.86026268,88.28734556,5.066786272,1,,,
5.063333614,237.0563409,411.56749,7.840861777,332.851261,345.4986621,13.61584595,75.87431309,3.985673839,1,,,
7.205559175,120.3276153,627.86756,6.202469332,289.7686966,418.4332899,13.64314709,63.73373237,3.710053126,1,,,
6.810404212,219.7687289,229.79053,5.493882278,356.0905559,354.9986967,14.84231991,80.17062694,4.22726423,1,,,
9.177869866,163.2748283,868.33122,7.726040434,320.4214322,426.9943932,10.2142746,62.43092616,3.108769988,1,,,
4.854155494,219.8940147,884.79474,5.950018427,,342.7397412,12.04957618,54.85255531,2.869234515,1,,,
4.270716195,166.8377085,405.25053,7.391510138,297.2067392,349.5189104,13.47852645,54.47483954,3.763905903,1,,,
6.704316513,185.4809669,759.56507,7.338035455,359.6383817,400.406284,18.59437752,76.93920129,4.394420056,1,,,
7.348844512,223.2649397,519.04653,8.88955868,,494.1584341,18.14537425,73.71552202,4.880875156,1,,,
5.578361134,203.8026346,355.32807,6.975584467,333.2158789,379.2098554,14.76557378,83.37044374,3.848413704,0,,,
8.52616987,175.6128363,837.12336,7.483708838,308.3985155,474.2404823,21.84591625,52.37220111,5.083014142,1,,,
,196.3282334,404.65648,6.741620314,,516.0300668,19.25065088,56.84580326,4.267508533,1,,,
,169.0419175,152.8209,8.330388898,329.0397102,590.7487872,17.69511436,103.1504626,3.995973787,1,,,
5.577519733,170.0898633,208.72819,7.000603072,244.4991748,550.4605012,11.23062845,55.45324396,3.703007762,0,,,
2.612035915,188.8041257,798.25259,6.796439154,,468.0802666,13.17076321,49.52376998,4.76520537,1,,,
9.213945332,213.2880332,260.81256,7.139472831,,449.6628185,15.83063872,69.29804438,2.477186357,1,,,
8.490571562,204.1236484,989.79639,8.270792937,358.847115,435.0008983,17.08424565,62.42163706,3.875556805,1,,,
7.819126623,252.7078994,903.0921,3.991225404,,450.7615413,16.48666328,52.15811325,3.627452103,0,,,
,213.5419323,539.71161,6.957204179,334.0411862,463.3988471,11.62301916,69.61584964,3.398592587,1,,,
6.291230184,201.6825499,41.00756,7.093961666,,452.0407677,17.5658513,94.22495239,2.514313504,0,,,
8.858401531,254.6175187,24.300462,7.954015627,348.4081949,344.3033625,7.935467758,78.10854982,5.525726338,1,,,
5.507527316,181.3940988,617.29041,5.036221807,,390.5242108,17.37241745,74.42134526,3.427179954,1,,,
6.098156521,189.995846,776.90105,6.443097878,347.9304004,245.859632,14.63688226,73.42463246,3.977362364,1,,,
9.62353186,203.9912702,425.45369,8.19267178,,414.6121558,13.11490504,77.15920944,4.845308537,1,,,
8.419970682,185.7189888,237.9896,3.998265841,308.1426389,463.6472774,17.20956506,48.78311166,3.962478314,1,,,
6.13222398,239.3056739,968.33357,7.077360851,,420.3955482,21.37203911,77.13635856,2.702104644,1,,,
9.286155021,222.6615514,311.26837,7.289866041,332.2393595,353.7401,14.17176257,,5.23998187,1,,,
10.4493067,230.3150266,946.20842,6.544117236,339.1080407,390.3013622,14.77455318,50.64103386,4.275864782,0,,,
7.875895135,226.2847878,710.24945,7.303126583,346.4032581,445.3741474,6.063461913,63.12804403,4.238589203,1,,,
7.151386315,243.7567955,10.002739,5.73954713,331.1027167,504.7694492,12.35948642,43.48471683,3.746311377,1,,,
7.725332908,252.2654912,477.73811,8.386761008,426.5435898,339.4113267,17.48584425,60.48388466,3.724836704,1,,,
6.893797312,198.8047763,887.75282,4.656372597,,374.6246441,16.61418942,49.50601874,3.547490461,1,,,
3.388090611,212.0289445,230.12558,8.56978153,349.1559987,353.9129274,18.20833967,82.38787399,2.798600948,1,,,
5.471514417,216.657262,899.78049,6.530110465,,424.6522665,15.05124852,46.40739193,2.886330409,1,,,
6.745306715,218.424637,871.8387,7.165509192,,373.0501016,16.82661946,74.08607997,3.90235259,1,,,
6.953330693,165.7108153,115.33928,7.458819507,,409.1837488,12.8886141,76.48719395,2.272353068,0,,,
,190.4238985,62.64189,9.615147027,357.2267095,263.7719135,13.4452252,67.0555584,5.629015636,1,,,
7.170638547,180.9595862,20.1891,8.220321926,,515.1060813,13.72193366,60.84468839,4.038952481,0,,,
7.183825723,261.8507998,100.96899,9.008495194,358.7247021,290.4238384,17.14990713,82.0251158,4.597165512,1,,,
6.834772359,243.5792638,242.79802,7.556466535,,421.8147004,12.68615797,40.35970836,4.633798672,1,,,
10.1119767,240.4321002,331.30269,5.392651282,361.9029262,403.0418101,16.13112429,61.11114634,3.425763242,1,,,
,211.7914123,326.11414,6.89431489,361.3552043,428.4593827,20.76725988,86.66183089,3.950608889,1,,,
7.397413299,122.5410399,55.114121,6.888688939,241.6075323,489.8516004,13.3659062,,3.14915751,1,,,
7.043410201,239.3016698,750.94936,9.606995832,,435.5911427,13.94102109,77.13138955,3.502689844,0,,,
7.812804388,196.583886,550.84182,7.33464764,,442.5457745,14.66691724,,6.204846359,1,,,
6.372870786,188.7385438,845.03686,5.312276737,334.9374098,484.3079132,12.39719095,57.41077681,3.330976332,1,,,
6.877456933,136.8792139,433.58729,7.091521514,307.3970883,342.1963466,18.40384583,81.19341217,3.827650072,1,,,
6.636759784,176.8438542,629.65459,9.399186178,353.7009366,493.0136061,19.4361611,55.91052246,3.792673362,1,,,
,146.9702452,367.45837,7.687037186,,468.9450148,18.60138073,49.56196889,4.664350321,1,,,
6.029662578,203.8589288,710.20941,7.995366673,,383.920186,12.98669318,52.2480141,2.801487222,0,,,
,230.8094825,418.78104,7.136498392,369.3100078,274.6605966,9.5785846,72.37690878,4.197595209,1,,,
6.088934811,208.6428795,739.46872,5.643757732,332.9826413,376.6232199,15.2649026,64.59910826,4.526932331,1,,,
7.521051679,267.0596474,865.37374,10.44945031,,505.7093717,16.23774577,57.03778017,2.880785347,1,,,
7.661391638,182.306726,305.43314,6.833234852,277.8443702,462.7212477,19.12252572,82.21900021,4.003668755,1,,,
8.550875469,231.2487868,918.41995,7.822528491,369.2642227,432.28527,16.26629669,73.14946432,3.772886607,1,,,
5.754067829,206.9961009,680.63313,9.205691215,334.0350041,349.1164775,17.203421,59.68171756,3.095192858,0,,,
10.30847766,217.2197464,653.23518,8.912266341,369.5312064,382.9515048,6.580401551,59.57603991,3.285077052,1,,,
